[0], [0.0, 0.0, 0.0], (1, 3.7249062557433428, 2.826065127127918), 25002.716185483943 MeV, -1
[741], [0.0, 0.0, 0.0], (1, 1.282149935703881, 2.060665181192462), 8914.259135681885 MeV, -1
[742], [0.0, 0.0, 0.0], (1, 4.201560441793259, 2.8601770308094157), 2844.41743415463 MeV, -1
[743], [0.0, 0.0, 0.0], (1, 2.656912971378244, 1.8727317225735414), 3116.4086085842496 MeV, -1
[744], [0.0, 0.0, 0.0], (1, 0.039714964595283675, 2.7963650339669064), 2189.052387417276 MeV, 1
[745], [0.0, 0.0, 0.0], (1, 4.5992364748652985, 1.8338447686512196), 710.2701824453952 MeV, -1
[746], [0.0, 0.0, 0.0], (1, 1.9379899725112306, 1.6601273631613525), 59450.16327492143 MeV, -1
[747], [0.0, 0.0, 0.0], (1, 2.2338027758417756, 2.9444894752604176), 1826.6552892179689 MeV, -1
[748], [0.0, 0.0, 0.0], (1, 0.9112224196876539, 2.300170066058464), 3163.5369685585706 MeV, 1
[749], [0.0, 0.0, 0.0], (1, 5.3922859954859526, 2.44429073485413), 6971.950966814563 MeV, 1
[750], [0.0, 0.0, 0.0], (1, 3.7922699053765, 2.988429983464286), 1459.6185362807419 MeV, 1
[751], [0.0, 0.0, 0.0], (1, 5.3413589897437745, 2.4427716278111204), 363.9404550975781 MeV, 1
[752], [0.0, 0.0, 0.0], (1, 1.5197428771760944, 2.437073376244432), 8471.64830464295 MeV, 1
[753], [0.0, 0.0, 0.0], (1, 1.89014809730174, 2.762915251492809), 365.92654155326176 MeV, -1
[754], [0.0, 0.0, 0.0], (1, 3.6669696416321704, 2.588123521184725), 2408.772193000158 MeV, 1
[755], [0.0, 0.0, 0.0], (1, 2.448678801675136, 2.588923044627111), 7293.094698516703 MeV, 1
[756], [0.0, 0.0, 0.0], (1, 1.637595689154919, 2.4448231732094863), 8598.2861776163 MeV, 1
[757], [0.0, 0.0, 0.0], (1, 3.4566328174034417, 2.5310118248420244), 10921.239988030511 MeV, 1
[758], [0.0, 0.0, 0.0], (1, 4.764978896516929, 2.3571520205694276), 1413.3884202557902 MeV, -1
[759], [0.0, 0.0, 0.0], (1, 3.078628926812371, 2.460941925741113), 1656.069281380762 MeV, -1
[760], [0.0, 0.0, 0.0], (1, 1.5504570358389813, 2.9470320239402317), 448.29241515136397 MeV, -1
[761], [0.0, 0.0, 0.0], (1, 1.2172097181430122, 2.7857744915914324), 349.2460178339841 MeV, -1
[762], [0.0, 0.0, 0.0], (1, 3.2674977303600343, 2.9506621846272454), 208.86949824394532 MeV, -1
[763], [0.0, 0.0, 0.0], (1, 1.9462209632051035, 2.593549421495021), 12401.752160661365 MeV, 1
[764], [0.0, 0.0, 0.0], (1, 0.5469427581863862, 2.0039537717780163), 1594.3402779804262 MeV, 1
[765], [0.0, 0.0, 0.0], (1, 2.4640554101805954, 2.617840913535148), 3481.541954141533 MeV, -1
[766], [0.0, 0.0, 0.0], (1, 5.541671150951185, 2.593732119380986), 1996.8890277288174 MeV, 1
[767], [0.0, 0.0, 0.0], (1, 1.7790516886456782, 2.6767546368451747), 501.3007945523218 MeV, 1
[768], [0.0, 0.0, 0.0], (1, 0.07919879088469983, 2.651747535378626), 300.8105851000299 MeV, 1
[769], [0.0, 0.0, 0.0], (1, 1.1502448065073434, 3.0060469986714766), 560.0793630644877 MeV, 1
[770], [0.0, 0.0, 0.0], (1, 5.672871258234586, 2.6187275892379605), 1110.713327937079 MeV, 1
[771], [0.0, 0.0, 0.0], (1, 1.9304015429966412, 2.3611546043440947), 17529.68203097026 MeV, 1
[772], [0.0, 0.0, 0.0], (1, 2.092020544305935, 2.975583001902904), 18722.421109579427 MeV, -1
[773], [0.0, 0.0, 0.0], (1, 2.8832923636618073, 2.851165628914612), 372.42160824625944 MeV, -1
[774], [0.0, 0.0, 0.0], (1, 1.6321209104467407, 2.625529022236618), 1090.1930242451022 MeV, -1
[775], [0.0, 0.0, 0.0], (1, 1.2158268014088147, 2.8349412195970567), 461.2682080019225 MeV, 1
[776], [0.0, 0.0, 0.0], (1, 0.9680170614872337, 2.73829244791761), 10531.178686459836 MeV, -1
[777], [0.0, 0.0, 0.0], (1, 5.022168738287043, 3.0242001648931107), 5035.4510192741345 MeV, 1
[778], [0.0, 0.0, 0.0], (1, 2.905813033230247, 2.6950678695823687), 6116.999176119745 MeV, 1
[779], [0.0, 0.0, 0.0], (1, 6.214246570250495, 2.679802981500568), 1443.7260482654285 MeV, -1
[780], [0.0, 0.0, 0.0], (1, 1.7426199826012763, 2.010839031118719), 3029.3636037310894 MeV, 1
[781], [0.0, 0.0, 0.0], (1, 3.7518989395893447, 2.556111583910368), 2274.369120925624 MeV, 1
[782], [0.0, 0.0, 0.0], (1, 2.335305708059405, 1.7677723920126318), 9305.334353894516 MeV, -1
[783], [0.0, 0.0, 0.0], (1, 5.429270958098886, 2.492117491153157), 863.1220719092952 MeV, 1
[784], [0.0, 0.0, 0.0], (1, 5.798367535852631, 2.6746931214417278), 2382.6766055652815 MeV, 1
[785], [0.0, 0.0, 0.0], (1, 3.0911670219221765, 1.9129066386228366), 21704.015920200804 MeV, 1
[786], [0.0, 0.0, 0.0], (1, 1.60030032491985, 2.023032236890129), 1809.1001255819156 MeV, 1
[787], [0.0, 0.0, 0.0], (1, 5.0528696291173905, 2.9254595950596483), 710.1282133393743 MeV, 1
[788], [0.0, 0.0, 0.0], (1, 4.874235884422982, 2.311039955981507), 13952.846957072641 MeV, -1
[789], [0.0, 0.0, 0.0], (1, 2.0104266647869746, 2.448845391575001), 2130.2228436679484 MeV, 1
[790], [0.0, 0.0, 0.0], (1, 3.57750999258659, 2.872681352826962), 1349.804482087052 MeV, 1
[791], [0.0, 0.0, 0.0], (1, 6.256385947305194, 2.7458445649143313), 217.43633244004417 MeV, -1
[792], [0.0, 0.0, 0.0], (1, 0.2558803439118904, 2.2350053967213657), 3525.2451517571753 MeV, 1
[793], [0.0, 0.0, 0.0], (1, 5.823329583444707, 2.514505775629251), 1283.3481246683616 MeV, -1
[794], [0.0, 0.0, 0.0], (1, 2.4979898873208253, 2.3656234441731057), 405.4057965837491 MeV, 1
[795], [0.0, 0.0, 0.0], (1, 2.3370369104093527, 2.8394228511070243), 8451.223739148048 MeV, -1
[796], [0.0, 0.0, 0.0], (1, 3.4673253080076947, 1.6755074269446522), 15142.678658014605 MeV, 1
[797], [0.0, 0.0, 0.0], (1, 1.4180556270184441, 2.7530811088689973), 3085.472430660551 MeV, 1
[798], [0.0, 0.0, 0.0], (1, 1.159451661202067, 2.8543131053188056), 1079.605513505157 MeV, 1
[799], [0.0, 0.0, 0.0], (1, 4.163228130428584, 2.463191877155025), 2028.0861567835973 MeV, -1
[800], [0.0, 0.0, 0.0], (1, 5.2504762893173655, 2.4355410293192334), 6905.121565927152 MeV, 1
[801], [0.0, 0.0, 0.0], (1, 1.785062669205102, 2.619566186999951), 2149.191756572416 MeV, 1
[802], [0.0, 0.0, 0.0], (1, 1.2487215157752871, 2.957909661655409), 1350.1414357729907 MeV, 1
[803], [0.0, 0.0, 0.0], (1, 2.964358270035822, 3.0294148641254557), 242.90705134075418 MeV, 1
[804], [0.0, 0.0, 0.0], (1, 1.9860966967277704, 2.1828527716052166), 1913.0924475082836 MeV, 1
[805], [0.0, 0.0, 0.0], (1, 3.7141657048407355, 2.7290463465903114), 1824.204082640079 MeV, 1
[806], [0.0, 0.0, 0.0], (1, 5.636198857418192, 2.000486385024552), 8204.500603050945 MeV, 1
[807], [0.0, 0.0, 0.0], (1, 5.9467909020454846, 2.7947055402333993), 1519.3615068433642 MeV, 1
[808], [0.0, 0.0, 0.0], (1, 1.1089772028252476, 2.141612499725229), 2342.191096403729 MeV, 1
[809], [0.0, 0.0, 0.0], (1, 4.856196195144058, 2.653875359328426), 2494.4244346867813 MeV, 1
[810], [0.0, 0.0, 0.0], (1, 5.448877266894991, 2.3437864152866315), 11695.36494671208 MeV, 1
[811], [0.0, 0.0, 0.0], (1, 1.8318146210179371, 2.1563435041475625), 28969.703996926488 MeV, 1
[812], [0.0, 0.0, 0.0], (1, 2.879959371802581, 2.5274492094048457), 1025.5721975277975 MeV, 1
[813], [0.0, 0.0, 0.0], (1, 1.5345724999084318, 2.8673674825512014), 198.85231204821022 MeV, 1
[814], [0.0, 0.0, 0.0], (1, 5.122228657754199, 2.3861694593756315), 276.29864680861067 MeV, 1
[815], [0.0, 0.0, 0.0], (1, 0.677408154783766, 2.6600542739812907), 1228.0724572301112 MeV, 1
[816], [0.0, 0.0, 0.0], (1, 4.325185758402004, 2.3501974073199223), 2163.1583342534614 MeV, -1
[817], [0.0, 0.0, 0.0], (1, 1.861401485936053, 2.703822610021392), 2278.8020088629905 MeV, 1
[818], [0.0, 0.0, 0.0], (1, 3.514348887996821, 2.7157029475934236), 396.50926308268816 MeV, 1
[819], [0.0, 0.0, 0.0], (1, 2.34611675958719, 2.6974982838814134), 2766.2451048048756 MeV, 1
[820], [0.0, 0.0, 0.0], (1, 5.138887991793094, 2.592146442393744), 779.3478595294232 MeV, 1
[821], [0.0, 0.0, 0.0], (1, 4.06367107633975, 2.6053025798439613), 5201.656542358995 MeV, 1
[822], [0.0, 0.0, 0.0], (1, 1.2498420315802505, 2.6487902927826585), 964.7263901517301 MeV, 1
[823], [0.0, 0.0, 0.0], (1, 0.46547373173089923, 2.9023320757099444), 3284.8771291332114 MeV, -1
[824], [0.0, 0.0, 0.0], (1, 2.542041376132911, 2.6315303018111087), 1421.1844611104073 MeV, 1
[825], [0.0, 0.0, 0.0], (1, 1.6473617245424537, 2.3893542248857007), 812.0360387780581 MeV, -1
[826], [0.0, 0.0, 0.0], (1, 2.9600157625831756, 2.6232896432212796), 568.5592444502502 MeV, -1
[827], [0.0, 0.0, 0.0], (1, 1.9002310202764914, 1.963616820104548), 20468.152755638686 MeV, 1
[828], [0.0, 0.0, 0.0], (1, 1.3756148798766485, 2.446538110923065), 1376.3036507513063 MeV, -1
[829], [0.0, 0.0, 0.0], (1, 5.672010861840218, 2.9371082392270367), 314.84843491746665 MeV, -1
[830], [0.0, 0.0, 0.0], (1, 3.2400051607281153, 2.813826278092548), 1495.0600488407067 MeV, 1
[831], [0.0, 0.0, 0.0], (1, 3.424388051602018, 2.6055159528412526), 2254.133152217973 MeV, 1
[832], [0.0, 0.0, 0.0], (1, 1.144346355605121, 2.7569410794096707), 457.81955815267776 MeV, 1
[833], [0.0, 0.0, 0.0], (1, 4.983044744106721, 2.533207449754341), 1806.5627505391171 MeV, 1
[834], [0.0, 0.0, 0.0], (1, 0.8947413330934122, 2.7298738626053796), 1679.5054189581053 MeV, -1
[835], [0.0, 0.0, 0.0], (1, 5.965968497970316, 2.3253266481289434), 1373.7665485944253 MeV, 1
[836], [0.0, 0.0, 0.0], (1, 0.5503178453405431, 2.222821510862405), 189.88634604612628 MeV, 1
[837], [0.0, 0.0, 0.0], (1, 1.5517488696791553, 2.4081098741817892), 14113.02894355181 MeV, -1
[838], [0.0, 0.0, 0.0], (1, 0.9365994981649255, 2.2003167295284918), 3502.2343287712943 MeV, -1
[839], [0.0, 0.0, 0.0], (1, 4.19634609821504, 2.5705193208019557), 956.8525954100567 MeV, 1
[840], [0.0, 0.0, 0.0], (1, 5.442479908531254, 2.602816352785693), 204.32397269673856 MeV, -1
[841], [0.0, 0.0, 0.0], (1, 0.2438797903650336, 2.9767902089926404), 1268.327078725209 MeV, -1
[842], [0.0, 0.0, 0.0], (1, 4.7125388032948425, 2.593257435302296), 917.4974953127976 MeV, -1
[843], [0.0, 0.0, 0.0], (1, 5.829713109336886, 2.629603881489669), 240.40970566854793 MeV, 1
[844], [0.0, 0.0, 0.0], (1, 4.88453264515206, 2.151123525500182), 989.2195553455124 MeV, -1
[845], [0.0, 0.0, 0.0], (1, 2.8107530759229054, 2.4640748046839804), 9675.844190673464 MeV, -1
[846], [0.0, 0.0, 0.0], (1, 3.478055808417251, 2.69059968940298), 13180.235163054907 MeV, 1
[847], [0.0, 0.0, 0.0], (1, 2.161283972161735, 2.401926006544704), 2370.1905338463234 MeV, -1
[848], [0.0, 0.0, 0.0], (1, 3.186455831498128, 2.4830889266685015), 3312.264443333171 MeV, -1
[849], [0.0, 0.0, 0.0], (1, 5.8182607919879175, 2.5707134613507785), 1010.3781911912475 MeV, 1
[850], [0.0, 0.0, 0.0], (1, 5.395540574714984, 2.9090508950526535), 12275.388613526948 MeV, -1
[851], [0.0, 0.0, 0.0], (1, 0.9997354108982925, 2.852910927866752), 4490.368351906949 MeV, -1
[852], [0.0, 0.0, 0.0], (1, 0.10088512772751645, 2.9260537920206002), 306.9521457730684 MeV, 1
[853], [0.0, 0.0, 0.0], (1, 4.247778966373325, 2.4634773988083163), 118.44715216463794 MeV, 1
[854], [0.0, 0.0, 0.0], (1, 3.1309308703495056, 2.086267939853715), 6504.302447233529 MeV, -1
[855], [0.0, 0.0, 0.0], (1, 0.6445050386593651, 2.523394104432275), 1827.2487791748554 MeV, 1
[856], [0.0, 0.0, 0.0], (1, 3.809380357574156, 2.90877767575337), 3947.2032247644074 MeV, -1
[857], [0.0, 0.0, 0.0], (1, 5.020176489154446, 2.3297866722904823), 10559.78636550211 MeV, -1
[858], [0.0, 0.0, 0.0], (1, 1.750533306776326, 2.9683319949834033), 310.5651200128482 MeV, -1
[859], [0.0, 0.0, 0.0], (1, 2.66731179951098, 2.494710373611907), 7410.166302301375 MeV, -1
[860], [0.0, 0.0, 0.0], (1, 3.962479619930013, 2.786586579884487), 650.3265261737739 MeV, -1
[861], [0.0, 0.0, 0.0], (1, 4.0052069000544, 2.8953927123129635), 3474.0254011506295 MeV, 1
[862], [0.0, 0.0, 0.0], (1, 1.5218576337107779, 2.8819457730189866), 675.0484515201289 MeV, -1
[863], [0.0, 0.0, 0.0], (1, 6.180117946715578, 2.044580570618151), 219732.58752247374 MeV, 1
[864], [0.0, 0.0, 0.0], (1, 1.3250055246744568, 2.2839114758478347), 2973.4864365211215 MeV, 1
[865], [0.0, 0.0, 0.0], (1, 4.9690486143830634, 2.981092664258493), 2579.6652169366844 MeV, -1
[866], [0.0, 0.0, 0.0], (1, 4.802242792615948, 2.8323089718278447), 7965.474327474154 MeV, 1
[867], [0.0, 0.0, 0.0], (1, 1.960319507562378, 2.708971899617531), 5672.905026106544 MeV, -1
[868], [0.0, 0.0, 0.0], (1, 3.838164751392428, 2.524507086681447), 484.5957517273172 MeV, -1
[869], [0.0, 0.0, 0.0], (1, 5.58165388136214, 2.863037012433766), 20418.90371665597 MeV, -1
[870], [0.0, 0.0, 0.0], (1, 0.2576311895570056, 2.822091043986582), 306.50582334650034 MeV, 1
[871], [0.0, 0.0, 0.0], (1, 0.17240279746157228, 2.432205974048644), 3823.161777055153 MeV, 1
[872], [0.0, 0.0, 0.0], (1, 4.491065368066795, 2.742208331140731), 1918.7605112295125 MeV, -1
[873], [0.0, 0.0, 0.0], (1, 5.191854419615414, 2.134993942784182), 5674.645769396897 MeV, -1
[874], [0.0, 0.0, 0.0], (1, 3.970337176877761, 2.8084512917436806), 7415.098146263068 MeV, -1
[875], [0.0, 0.0, 0.0], (1, 0.2692266491394619, 2.7237706039621608), 544.7848032500888 MeV, 1
[876], [0.0, 0.0, 0.0], (1, 5.931122539202693, 2.0091623574166104), 8853.240945624893 MeV, 1
[877], [0.0, 0.0, 0.0], (1, 2.177386003845733, 1.806572998428285), 29626.09012896558 MeV, 1
[878], [0.0, 0.0, 0.0], (1, 1.1893537556358798, 2.5050602188174005), 1953.123677372702 MeV, 1
[879], [0.0, 0.0, 0.0], (1, 0.5079402491055198, 2.50545557100822), 2140.9472942859425 MeV, 1
[880], [0.0, 0.0, 0.0], (1, 4.845504344214826, 2.546777371066364), 28935.7389267808 MeV, -1
[881], [0.0, 0.0, 0.0], (1, 4.423788664287739, 2.6088819552769404), 246.04465134753727 MeV, -1
[882], [0.0, 0.0, 0.0], (1, 3.6653416726576324, 2.759484842510916), 2183.005248830636 MeV, -1
[883], [0.0, 0.0, 0.0], (1, 3.0852209188438913, 2.522167925764102), 2619.5750141255576 MeV, 1
[884], [0.0, 0.0, 0.0], (1, 1.7563489092608222, 2.41494267937655), 18489.541221979238 MeV, 1
[885], [0.0, 0.0, 0.0], (1, 5.742065230515015, 2.863427205716013), 1472.4123854064392 MeV, -1
[886], [0.0, 0.0, 0.0], (1, 2.6779369430705486, 2.750763281706306), 3676.0763882592514 MeV, -1
[887], [0.0, 0.0, 0.0], (1, 2.4407055853477004, 2.9271251101783906), 1539.6931992838654 MeV, 1
[888], [0.0, 0.0, 0.0], (1, 3.9077618503823404, 1.928783011572548), 3753.017968940963 MeV, 1
[889], [0.0, 0.0, 0.0], (1, 4.745676734081608, 2.1462176713770575), 4694.697974449765 MeV, 1
[890], [0.0, 0.0, 0.0], (1, 1.8364274853382483, 2.565933633816176), 1304.8498532919664 MeV, -1
[891], [0.0, 0.0, 0.0], (1, 1.0277038995850099, 2.7073192151513004), 17292.53844835536 MeV, 1
[892], [0.0, 0.0, 0.0], (1, 4.537456552485745, 2.6176410599090842), 16186.349260158888 MeV, -1
[893], [0.0, 0.0, 0.0], (1, 1.061029028196793, 3.0896591288300765), 10021.377885562642 MeV, -1
[894], [0.0, 0.0, 0.0], (1, 0.7685692557767947, 3.0232610835104126), 7323.972963618331 MeV, 1
[895], [0.0, 0.0, 0.0], (1, 4.502415017089291, 2.3834476754448843), 1536.9496912710572 MeV, -1
[896], [0.0, 0.0, 0.0], (1, 2.855985862730149, 2.918114892163761), 204.87533437129773 MeV, 1
[897], [0.0, 0.0, 0.0], (1, 5.440328043791894, 2.7962299064842027), 6014.545529381448 MeV, -1
[898], [0.0, 0.0, 0.0], (1, 3.4182172931387065, 2.389231806256976), 10885.756946735173 MeV, -1
[899], [0.0, 0.0, 0.0], (1, 4.4750003726320635, 2.189538361729848), 4896.089929180789 MeV, -1
[900], [0.0, 0.0, 0.0], (1, 3.896162877194425, 2.9719750846182675), 1649.22970141442 MeV, 1
[901], [0.0, 0.0, 0.0], (1, 4.377186226736287, 2.993996619012693), 4711.235913882526 MeV, -1
[902], [0.0, 0.0, 0.0], (1, 2.6548614556192227, 1.7479533225934802), 45585.90300788803 MeV, 1
[903], [0.0, 0.0, 0.0], (1, 2.6368878623656595, 2.4318816112377437), 1620.5621190541826 MeV, 1
[904], [0.0, 0.0, 0.0], (1, 1.322205989495373, 2.7225135180187836), 1804.7407173227762 MeV, -1
[905], [0.0, 0.0, 0.0], (1, 4.357702523728823, 2.6897534570180954), 509.1847371588256 MeV, -1
[906], [0.0, 0.0, 0.0], (1, 2.2673249269219173, 2.376787119928283), 3091.198622552971 MeV, 1
[907], [0.0, 0.0, 0.0], (1, 5.494217867544325, 2.1559286069417176), 30532.085546703325 MeV, 1
[908], [0.0, 0.0, 0.0], (1, 2.61354504929022, 2.3225407934742126), 755.6087259465368 MeV, 1
[909], [0.0, 0.0, 0.0], (1, 2.408433477902621, 2.476680255373457), 7485.645251477416 MeV, 1
[910], [0.0, 0.0, 0.0], (1, 1.8984415133231316, 2.1937122984438617), 197.64185622337538 MeV, -1
[911], [0.0, 0.0, 0.0], (1, 5.19685425723555, 2.4588072565654113), 1224.5295325984064 MeV, 1
[912], [0.0, 0.0, 0.0], (1, 2.632452456674386, 2.282349473960129), 272.6472971978584 MeV, 1
[913], [0.0, 0.0, 0.0], (1, 4.4470075312853, 2.6361364277547494), 4284.7608226967 MeV, 1
[914], [0.0, 0.0, 0.0], (1, 4.440745998834817, 2.435299836402091), 1990.9088879706353 MeV, -1
[915], [0.0, 0.0, 0.0], (1, 0.49236062638946265, 2.7349004206118677), 218.27147501850786 MeV, -1
[916], [0.0, 0.0, 0.0], (1, 0.1041198281719824, 2.6015842786572247), 524.9894458057013 MeV, -1
[917], [0.0, 0.0, 0.0], (1, 5.635619099811702, 1.8605757150204651), 1481.0540014214614 MeV, -1
[918], [0.0, 0.0, 0.0], (1, 0.14390482865041498, 2.670672447129553), 19.503272228581654 MeV, -1
[919], [0.0, 0.0, 0.0], (1, 4.763799905372414, 2.5047622003271455), 1497.4963894584596 MeV, -1
[920], [0.0, 0.0, 0.0], (1, 4.228331350967458, 2.622736638225489), 502.0631237250467 MeV, 1
[921], [0.0, 0.0, 0.0], (1, 3.7333096013934495, 1.9360232054502393), 206261.2233219602 MeV, 1
[922], [0.0, 0.0, 0.0], (1, 4.120325081145715, 2.9880467032607725), 992.186676763494 MeV, 1
[923], [0.0, 0.0, 0.0], (1, 0.8703303670816709, 2.701501171698545), 3180.3380460973567 MeV, -1
[924], [0.0, 0.0, 0.0], (1, 2.3088250232632106, 2.7891798441285016), 9528.423440397122 MeV, 1
[925], [0.0, 0.0, 0.0], (1, 6.173635321069147, 2.750502531983558), 4510.797633157723 MeV, 1
[926], [0.0, 0.0, 0.0], (1, 3.235166093693075, 2.332347213897093), 342.88930937839865 MeV, 1
[927], [0.0, 0.0, 0.0], (1, 2.370943819070389, 2.439982436478418), 4930.538462497388 MeV, -1
[928], [0.0, 0.0, 0.0], (1, 6.073446330117586, 2.517467897139198), 256.95462543108573 MeV, -1
[929], [0.0, 0.0, 0.0], (1, 5.095722516200432, 2.059744497022284), 11429.913908498844 MeV, 1
[930], [0.0, 0.0, 0.0], (1, 2.659435587628211, 2.6880650251049922), 555.8831827338795 MeV, 1
[931], [0.0, 0.0, 0.0], (1, 1.1222338120825963, 3.02679507772651), 2268.686668576361 MeV, -1
[932], [0.0, 0.0, 0.0], (1, 5.6637685962217486, 2.417196859418315), 586.4017326567139 MeV, 1
[933], [0.0, 0.0, 0.0], (1, 2.3709872835252632, 2.7004514701089937), 1246.7109845088917 MeV, 1
[934], [0.0, 0.0, 0.0], (1, 4.242397034916975, 2.473126220624123), 3046.861003067809 MeV, 1
[935], [0.0, 0.0, 0.0], (1, 1.634649792874285, 2.2576578082956598), 7004.011939843807 MeV, -1
[936], [0.0, 0.0, 0.0], (1, 1.5577154075615134, 1.6696768704016554), 3217.9118655278758 MeV, -1
[937], [0.0, 0.0, 0.0], (1, 2.8793807285618946, 2.6363858360506987), 1248.0911264976412 MeV, 1
[938], [0.0, 0.0, 0.0], (1, 0.0614967257580723, 2.648931122413481), 1176.5823455344869 MeV, -1
[939], [0.0, 0.0, 0.0], (1, 6.0719722462033445, 2.341284225977196), 1081.6135594524474 MeV, 1
[940], [0.0, 0.0, 0.0], (1, 2.9193514910894898, 2.586939150160271), 2482.9204589813144 MeV, 1
[941], [0.0, 0.0, 0.0], (1, 0.7947268633397826, 2.2406070734705987), 154.9330812659404 MeV, 1
[942], [0.0, 0.0, 0.0], (1, 2.9740661565410598, 2.376771649276286), 5161.775905778544 MeV, 1
[943], [0.0, 0.0, 0.0], (1, 5.826955389494278, 2.512005702280021), 1543.3983026733185 MeV, -1
[944], [0.0, 0.0, 0.0], (1, 4.2120535672711, 2.157927427368087), 493.08777727951485 MeV, 1
[945], [0.0, 0.0, 0.0], (1, 4.936570915125927, 2.634917860182109), 1624.8577822760078 MeV, -1
[946], [0.0, 0.0, 0.0], (1, 5.60546368983681, 2.0423275062592907), 7096.36384895499 MeV, -1
[947], [0.0, 0.0, 0.0], (1, 1.9815756122575454, 2.355460449801215), 922.1344491878511 MeV, 1
[948], [0.0, 0.0, 0.0], (1, 0.6193788308136048, 2.8590143369819887), 1279.11651678676 MeV, 1
[949], [0.0, 0.0, 0.0], (1, 1.0212555496218254, 2.360911025832629), 469.666835410738 MeV, 1
[950], [0.0, 0.0, 0.0], (1, 0.8471423916919161, 3.030344621029637), 7039.090732945369 MeV, 1
[951], [0.0, 0.0, 0.0], (1, 3.499598380754801, 2.910732770246062), 12047.457996663461 MeV, 1
[952], [0.0, 0.0, 0.0], (1, 0.23737593746938757, 2.2557300830854516), 2117.7843482297744 MeV, 1
[953], [0.0, 0.0, 0.0], (1, 2.0957795365854004, 2.6233426217536246), 3738.4316480339257 MeV, 1
[954], [0.0, 0.0, 0.0], (1, 2.807607822404563, 1.7993892219366547), 28139.624684859817 MeV, 1
[955], [0.0, 0.0, 0.0], (1, 5.338225424063325, 2.952141752554987), 103.97014397764673 MeV, -1
[956], [0.0, 0.0, 0.0], (1, 5.09353479753873, 2.912978627028192), 5002.0887803097 MeV, -1
[957], [0.0, 0.0, 0.0], (1, 3.502200254049349, 2.5386460520139007), 679.1469867530288 MeV, -1
[958], [0.0, 0.0, 0.0], (1, 1.9350761556580647, 2.482847743124971), 6835.8600377480125 MeV, 1
[959], [0.0, 0.0, 0.0], (1, 5.900333717432421, 2.275500513981113), 525.8294370404814 MeV, -1
[960], [0.0, 0.0, 0.0], (1, 0.07679428434063684, 2.524287688573727), 2011.5741017032974 MeV, 1
[961], [0.0, 0.0, 0.0], (1, 2.9735748051702835, 2.298411569037515), 737.9763755154994 MeV, -1
[962], [0.0, 0.0, 0.0], (1, 3.0575361359728035, 2.8260087876609354), 5175.9197440929 MeV, 1
[963], [0.0, 0.0, 0.0], (1, 4.745459514372116, 2.346605248514283), 1311.842341766574 MeV, -1
[964], [0.0, 0.0, 0.0], (1, 1.9730802486989347, 2.4441894436720295), 7178.5091223191275 MeV, 1
[965], [0.0, 0.0, 0.0], (1, 0.2384951378450335, 1.9679898855156923), 3320.028745640877 MeV, -1
[966], [0.0, 0.0, 0.0], (1, 3.6829916459112457, 2.501732356015336), 32.335310051272565 MeV, -1
[967], [0.0, 0.0, 0.0], (1, 1.2619049540162823, 2.9199480194531113), 1794.6616876231772 MeV, 1
[968], [0.0, 0.0, 0.0], (1, 4.5405999088441025, 2.8223160708238613), 41.8049785461876 MeV, 1
[969], [0.0, 0.0, 0.0], (1, 4.101764190064067, 2.937503534750703), 1591.512401622769 MeV, 1
[970], [0.0, 0.0, 0.0], (1, 0.831058711356623, 2.8462981301447976), 4386.749866987691 MeV, -1
[971], [0.0, 0.0, 0.0], (1, 5.043676871363505, 2.338963690241766), 374.678044052323 MeV, 1
[972], [0.0, 0.0, 0.0], (1, 0.7835847423232654, 2.2135785379783144), 11243.536807513301 MeV, 1
[973], [0.0, 0.0, 0.0], (1, 3.6368870520618772, 2.49621032434153), 1863.7671826357225 MeV, -1
[974], [0.0, 0.0, 0.0], (1, 6.059000680174492, 2.0491799277700724), 872.8695322217856 MeV, -1
[975], [0.0, 0.0, 0.0], (1, 3.8110203859515064, 2.5829011781451294), 4639.186272258397 MeV, -1
[976], [0.0, 0.0, 0.0], (1, 1.9629693847211769, 2.766809253830381), 4407.20439688431 MeV, 1
[977], [0.0, 0.0, 0.0], (1, 0.3116528445851916, 2.5964365767918984), 247.3780261706363 MeV, 1
[978], [0.0, 0.0, 0.0], (1, 6.062291590314597, 2.3067822574258043), 14964.248025382578 MeV, 1
[979], [0.0, 0.0, 0.0], (1, 6.051865940292652, 2.429501984202101), 3012.483673987537 MeV, 1
[980], [0.0, 0.0, 0.0], (1, 3.491297344394982, 2.6627246710983608), 5741.165830272285 MeV, 1
[981], [0.0, 0.0, 0.0], (1, 3.3277143778964957, 2.8848544548257444), 3164.2984222894315 MeV, -1
[982], [0.0, 0.0, 0.0], (1, 1.4493196291970243, 2.196977311744951), 3761.2804153073544 MeV, -1
[983], [0.0, 0.0, 0.0], (1, 2.2900854710421505, 2.7054531064742284), 5518.095033580277 MeV, 1
[984], [0.0, 0.0, 0.0], (1, 5.23376937013385, 1.8804888656178183), 5054.882568002677 MeV, 1
[985], [0.0, 0.0, 0.0], (1, 3.665725411852108, 2.494201769243385), 790.8717539455259 MeV, -1
[986], [0.0, 0.0, 0.0], (1, 0.08693787602515712, 2.703824729003138), 451.00848564620685 MeV, 1
[987], [0.0, 0.0, 0.0], (1, 4.307341620063893, 2.856959404784725), 490.0024203442359 MeV, -1
